timestamp,Open,High,Low,Close,Volume,RSI,SMA,EMA
2024-01-02 04:00:00,476.25,476.37,475.62,476.22,33370,0.0,0.0,476.22
2024-01-02 04:05:00,476.21,476.24,476.11,476.14,6612,0.0,0.0,476.17555555555555
2024-01-02 04:10:00,476.13,476.15,475.95,476.01,1110,0.0,0.0,476.1077049180327
2024-01-02 04:15:00,475.93,475.93,475.81,475.81,2402,0.0,0.0,476.00685636856366
2024-01-02 04:20:00,475.77,475.79,475.7,475.71,4071,0.0,0.0,475.9185483103284
2024-01-02 04:25:00,475.66,475.76,475.66,475.75,2150,8.36039934378536,0.0,475.8728623471246
2024-01-02 04:30:00,475.75,475.77,475.69,475.69,7715,7.374005281166134,0.0,475.8265847653909
2024-01-02 04:35:00,475.69,475.69,475.45,475.48,6089,5.119152247060441,0.0,475.74329392873955
2024-01-02 04:40:00,475.44,475.49,475.38,475.49,3093,6.570291925962437,0.0,475.68478177460304
2024-01-02 04:45:00,475.49,475.54,475.44,475.47,3354,6.362690571158893,0.0,475.6366581890271
2024-01-02 04:50:00,475.45,475.45,475.27,475.3,1924,4.9458167210785575,0.0,475.5629993009114
2024-01-02 04:55:00,475.31,475.43,475.31,475.38,531,14.502626549112847,0.0,475.52369872577
2024-01-02 05:00:00,475.38,475.43,475.34,475.42,1332,18.85382119007845,0.0,475.501752472588
2024-01-02 05:05:00,475.35,475.43,475.28,475.31,1738,16.404821822134508,0.0,475.4616377122531
2024-01-02 05:10:00,475.33,475.34,475.15,475.17,1506,13.945634352516791,0.0,475.40118311267645
2024-01-02 05:15:00,475.26,475.31,475.25,475.25,833,21.15025453233784,0.0,475.3700707551296
2024-01-02 05:20:00,475.33,475.4,475.29,475.29,4040,24.52053262552272,0.0,475.3536876902799
2024-01-02 05:25:00,475.27,475.28,475.09,475.13,2216,20.73845413832848,0.0,475.3081294478902
2024-01-02 05:30:00,475.18,475.26,475.18,475.24,282,28.79272832288497,0.0,475.29430431718094
2024-01-02 05:35:00,475.23,475.4,475.23,475.4,1094,38.49030970716186,475.533,475.31569001404273
2024-01-02 05:40:00,475.42,475.53,475.42,475.45,2148,41.161350544235255,475.4945000000001,475.3428020758671
2024-01-02 05:45:00,475.45,475.46,475.42,475.45,5137,41.161350544235255,475.4599999999999,475.3644010328665
2024-01-02 05:50:00,475.44,475.44,475.25,475.29,20527,35.54199831594282,475.424,475.3494324674789
2024-01-02 05:55:00,475.3,475.35,475.1,475.1,3474,30.30200897528414,475.3885,475.29930927389375
2024-01-02 06:00:00,475.08,475.08,475.0,475.01,3077,28.201257542838306,475.35350000000005,475.24122799424435
2024-01-02 06:05:00,475.07,475.1,474.59,474.59,8474,20.965995823566686,475.2955,475.11058755890707
2024-01-02 06:10:00,474.6,474.66,474.21,474.21,2483,16.805076507743834,475.2215,474.9300334941843
2024-01-02 06:15:00,474.22,474.25,473.5,473.64,14933,12.754922013741023,475.1295,474.67152677062313
2024-01-02 06:20:00,473.66,473.77,473.5,473.54,9405,12.20448889087551,475.03200000000004,474.4448706831913
2024-01-02 06:25:00,473.64,473.65,473.17,473.17,25735,10.428364414645372,474.91700000000003,474.1895805126292
2024-01-02 06:30:00,473.2,473.25,473.0,473.02,34453,9.810941494737165,474.803,473.95543252116437
2024-01-02 06:35:00,473.02,473.02,472.5,472.72,17305,8.710721808337638,474.66999999999996,473.7081500996126
2024-01-02 06:40:00,472.74,472.85,472.59,472.78,15452,10.843666744132776,474.5379999999999,473.5224023480657
2024-01-02 06:45:00,472.74,473.0,472.74,472.95,16597,16.724052892394283,474.41999999999996,473.4078638005091
2024-01-02 06:50:00,472.94,472.98,472.83,472.91,7022,16.451717130763498,474.30699999999996,473.3082506325058
2024-01-02 06:55:00,472.92,473.17,472.92,473.04,1829,20.91611821238004,474.1965,473.2545830898913
2024-01-02 07:00:00,473.05,473.07,472.81,472.83,14703,19.15268131079884,474.0735000000001,473.1696444205738
2024-01-02 07:05:00,472.88,472.88,472.55,472.81,36141,18.990035070668682,473.9575,473.09770059431094
2024-01-02 07:10:00,472.8,472.96,472.77,472.88,69966,21.47943476047311,473.83949999999993,473.05415323990337
2024-01-02 07:15:00,472.9,472.9,472.56,472.56,23680,18.680317443957136,473.69750000000005,472.95530945332985
2024-01-02 07:20:00,472.54,472.79,472.5,472.79,65029,26.06690300161746,473.56449999999995,472.9222440465468
2024-01-02 07:25:00,472.73,472.78,472.6,472.65,23427,24.61519187140196,473.42449999999997,472.86779060485094
2024-01-02 07:30:00,472.65,472.68,472.55,472.68,10377,25.56274390738062,473.294,472.8302299276335
2024-01-02 07:35:00,472.67,472.67,472.4,472.49,7731,23.561995950126104,473.16349999999994,472.7621802371292
2024-01-02 07:40:00,472.45,472.56,472.36,472.4,14815,22.665659802619075,473.033,472.68974103453115
2024-01-02 07:45:00,472.4,472.5,472.32,472.34,6988,22.068662576738916,472.9205,472.6197903902007
2024-01-02 07:50:00,472.31,472.34,472.01,472.01,86035,19.114948266273515,472.81049999999993,472.4978289123707
2024-01-02 07:55:00,472.0,472.04,471.7,471.81,63938,17.592750773241207,472.71900000000005,472.3602600620087
2024-01-02 08:00:00,471.775,476.41,471.66,475.8,194826,69.41773356712288,472.832,473.0482203232282
2024-01-02 08:05:00,475.87,476.41,471.86,471.98,50856,42.27031937637883,472.7724999999999,472.83457320930904
2024-01-02 08:10:00,471.979,471.98,471.67,471.68,41482,40.92946766559052,472.70550000000003,472.60365593083804
2024-01-02 08:15:00,471.661,471.81,471.65,471.755,27719,41.424948242457496,472.65725000000003,472.4339231942662
2024-01-02 08:20:00,471.76,471.9,471.66,471.8,42634,41.73771689782849,472.60825000000006,472.30713762892634
2024-01-02 08:25:00,471.79,471.98,471.72,471.8,17624,41.73771689782849,472.55075,472.2057095101917
2024-01-02 08:30:00,471.77,477.3,471.64,472.27,65233,45.21405862830667,472.51875,472.2185676682884
2024-01-02 08:35:00,472.29,472.33,471.87,472.035,23890,43.819610998572216,472.46849999999995,472.18185399726855
2024-01-02 08:40:00,472.04,472.145,471.99,472.1,15164,44.32619773628643,472.43199999999996,472.16548314881436
2024-01-02 08:45:00,472.1,476.425,471.84,471.95,40255,43.3636949821639,472.389,472.12238641585526
2024-01-02 08:50:00,471.96,471.98,471.81,471.941,23106,43.303516028037386,472.34205000000003,472.08610906319063
2024-01-02 08:55:00,471.96,472.12,471.94,472.05,26022,44.302066788852066,472.31655,472.0788872394851
2024-01-02 09:00:00,472.04,472.19,471.52,471.55,57934,40.78719052073748,472.25455,471.9731096619052
2024-01-02 09:05:00,471.57,472.2,471.54,472.15,75670,46.24610125333249,472.22955,472.0084877642228
2024-01-02 09:10:00,472.16,472.3,472.01,472.23,74826,46.941782728444906,472.20705,472.0527902461395
2024-01-02 09:15:00,472.24,472.33,472.2,472.265,86617,47.26030868931947,472.1958000000001,472.0952322235529
2024-01-02 09:20:00,472.3,472.5,472.2,472.39,84527,48.43948864648993,472.1953,472.1541858084469
2024-01-02 09:25:00,472.4,472.42,472.09,472.16,207751,46.403210587139924,472.18629999999996,472.15534864722474
2024-01-02 09:30:00,472.16,472.8,472.05,472.67,3311032,51.25029504599996,472.21930000000003,472.25827895086036
2024-01-02 09:35:00,472.67,472.74,471.88,471.92,1702267,44.88314732007061,472.22479999999996,472.1906231432933
2024-01-02 09:40:00,471.92,472.1,471.71,471.8,1742326,43.951249094687384,472.0248,472.1124984985653
2024-01-02 09:45:00,471.79,472.09,471.39,471.39,1508728,40.85946478168506,471.99530000000004,471.96799877507476
2024-01-02 09:50:00,471.395,471.95,471.36,471.42,1544082,41.18239702551277,471.9823,471.85839900563207
2024-01-02 09:55:00,471.425,472.27,471.39,472.27,2137504,49.513916857261044,472.00805,471.940719213175
2024-01-02 10:00:00,472.275,472.71,472.135,472.556,1132982,51.95638238887209,472.04585,472.0637753809074
2024-01-02 10:05:00,472.56,472.57,471.98,472.29,913364,49.576910639321795,472.0703500000001,472.1090203077753
